id,zip,latitude,longitude
zipgeo_33487,33487,26.411793,-80.089007
zipgeo_33493,33493,26.475636,-80.706002
zipgeo_33496,33496,26.409046,-80.166139
zipgeo_33498,33498,26.395299,-80.219811
zipgeo_33503,33503,27.763831,-82.276174
zipgeo_33510,33510,27.955306,-82.299483
zipgeo_33511,33511,27.909778,-82.295738
zipgeo_33513,33513,28.659903,-82.169170
zipgeo_33514,33514,28.660841,-81.996780
zipgeo_33521,33521,28.797920,-82.075174
zipgeo_33523,33523,28.421657,-82.265759
zipgeo_33525,33525,28.330809,-82.183329
zipgeo_33527,33527,27.973749,-82.212806
zipgeo_33530,33530,27.907700,-82.172352
zipgeo_33534,33534,27.817981,-82.372248
zipgeo_33538,33538,28.849949,-82.185110
zipgeo_33540,33540,28.261577,-82.133112
zipgeo_33541,33541,28.234002,-82.221360
zipgeo_33542,33542,28.235780,-82.177617
zipgeo_33543,33543,28.205247,-82.317108
zipgeo_33544,33544,28.248334,-82.370909
zipgeo_33545,33545,28.268104,-82.291232
zipgeo_33547,33547,27.789984,-82.135805
zipgeo_33548,33548,28.146279,-82.482303
zipgeo_33549,33549,28.140689,-82.449720
zipgeo_33550,33550,27.979504,-82.307012
zipgeo_33556,33556,28.165897,-82.601578
zipgeo_33558,33558,28.165344,-82.510685
zipgeo_33559,33559,28.160954,-82.414663
zipgeo_33563,33563,28.017072,-82.125766
zipgeo_33565,33565,28.085906,-82.148114
zipgeo_33566,33566,27.977964,-82.095709
zipgeo_33567,33567,27.920609,-82.116772
zipgeo_33569,33569,27.848771,-82.295848
zipgeo_33570,33570,27.693944,-82.458577
zipgeo_33572,33572,27.766168,-82.400285
zipgeo_33573,33573,27.720216,-82.361796
zipgeo_33574,33574,28.338027,-82.257098
zipgeo_33576,33576,28.302956,-82.303760
zipgeo_33578,33578,27.861107,-82.355060
zipgeo_33579,33579,27.798135,-82.280616
zipgeo_33584,33584,28.005455,-82.294337
zipgeo_33585,33585,28.737525,-82.031636
zipgeo_33592,33592,28.101871,-82.283236
zipgeo_33594,33594,27.940934,-82.242479
zipgeo_33596,33596,27.887200,-82.225852
zipgeo_33597,33597,28.528762,-82.085255
zipgeo_33598,33598,27.693423,-82.284659
zipgeo_33602,33602,27.953704,-82.456310
zipgeo_33603,33603,27.985618,-82.464439
zipgeo_33604,33604,28.017154,-82.455350
zipgeo_33605,33605,27.951052,-82.429635
zipgeo_33606,33606,27.944035,-82.473954
zipgeo_33607,33607,27.965234,-82.519051
zipgeo_33609,33609,27.942562,-82.515044
zipgeo_33610,33610,27.998214,-82.378016
zipgeo_33611,33611,27.891345,-82.505665
zipgeo_33612,33612,28.050827,-82.449573
zipgeo_33613,33613,28.083694,-82.447872
zipgeo_33614,33614,28.004691,-82.506135
zipgeo_33615,33615,28.001166,-82.582227
zipgeo_33616,33616,27.865139,-82.535398
zipgeo_33617,33617,28.039315,-82.392428
zipgeo_33618,33618,28.074825,-82.498432
zipgeo_33619,33619,27.935372,-82.378690
zipgeo_33620,33620,28.061368,-82.412801
zipgeo_33621,33621,27.849178,-82.510781
zipgeo_33624,33624,28.080255,-82.528248
zipgeo_33625,33625,28.066997,-82.557957
zipgeo_33626,33626,28.064407,-82.596741
zipgeo_33629,33629,27.921536,-82.509043
zipgeo_33634,33634,28.009826,-82.547789
zipgeo_33635,33635,28.020540,-82.617948
zipgeo_33637,33637,28.045249,-82.362861
zipgeo_33647,33647,28.151887,-82.318179
zipgeo_33701,33701,27.770793,-82.632806
zipgeo_33702,33702,27.846603,-82.630590
zipgeo_33703,33703,27.817056,-82.619750
zipgeo_33704,33704,27.796331,-82.628723
zipgeo_33705,33705,27.733970,-82.640314
zipgeo_33706,33706,27.741501,-82.752062
zipgeo_33707,33707,27.743466,-82.724374
zipgeo_33708,33708,27.815056,-82.797790
zipgeo_33709,33709,27.816844,-82.731621
zipgeo_33710,33710,27.788642,-82.729628
zipgeo_33711,33711,27.739365,-82.687234
zipgeo_33712,33712,27.735324,-82.667105
zipgeo_33713,33713,27.788266,-82.677461
zipgeo_33714,33714,27.815251,-82.677709
zipgeo_33715,33715,27.665801,-82.722722
zipgeo_33716,33716,27.879858,-82.652797
zipgeo_33744,33744,27.807285,-82.773051
zipgeo_33755,33755,27.979868,-82.782744
zipgeo_33756,33756,27.945591,-82.793988
zipgeo_33759,33759,27.975567,-82.712224
zipgeo_33760,33760,27.905787,-82.713989
zipgeo_33761,33761,28.033061,-82.724374
zipgeo_33762,33762,27.907509,-82.677494
zipgeo_33763,33763,28.002900,-82.743429
zipgeo_33764,33764,27.937207,-82.740585
zipgeo_33765,33765,27.974876,-82.745122
zipgeo_33767,33767,27.974748,-82.826777
zipgeo_33770,33770,27.915109,-82.804026
zipgeo_33771,33771,27.905836,-82.758774
zipgeo_33772,33772,27.843593,-82.796683
zipgeo_33773,33773,27.881507,-82.755300
zipgeo_33774,33774,27.883819,-82.827877
zipgeo_33776,33776,27.849564,-82.825827
zipgeo_33777,33777,27.853364,-82.760823
zipgeo_33778,33778,27.888621,-82.798540
zipgeo_33781,33781,27.838871,-82.714995
zipgeo_33782,33782,27.859631,-82.708145
zipgeo_33785,33785,27.891841,-82.849979
zipgeo_33786,33786,27.932667,-82.833900
zipgeo_33801,33801,28.035979,-81.899636
zipgeo_33803,33803,28.009928,-81.936496
zipgeo_33805,33805,28.095476,-81.917942
zipgeo_33809,33809,28.202419,-81.955621
zipgeo_33810,33810,28.130235,-82.038987
zipgeo_33811,33811,27.978876,-82.015892
zipgeo_33812,33812,27.971442,-81.894476
zipgeo_33813,33813,27.947248,-81.926108
zipgeo_33815,33815,28.041258,-81.997590
zipgeo_33823,33823,28.087193,-81.812940
zipgeo_33825,33825,27.620252,-81.458826
zipgeo_33827,33827,27.817937,-81.516767
zipgeo_33830,33830,27.883187,-81.810993
zipgeo_33834,33834,27.631303,-81.912581
zipgeo_33835,33835,27.788246,-81.972591
zipgeo_33837,33837,28.194263,-81.587805
zipgeo_33838,33838,28.016968,-81.610021
zipgeo_33839,33839,27.974270,-81.755395
zipgeo_33840,33840,28.009157,-81.905049
zipgeo_33841,33841,27.737973,-81.768094
zipgeo_33843,33843,27.731789,-81.512700
zipgeo_33844,33844,28.089578,-81.589383
zipgeo_33847,33847,27.802851,-81.822059
zipgeo_33848,33848,28.275975,-81.508220
zipgeo_33849,33849,28.226068,-82.068886
zipgeo_33850,33850,28.124707,-81.731098
zipgeo_33851,33851,28.044810,-81.626341
zipgeo_33852,33852,27.258703,-81.378113
zipgeo_33853,33853,27.900772,-81.585670
zipgeo_33854,33854,27.856274,-81.409930
zipgeo_33855,33855,27.791034,-81.359714
zipgeo_33856,33856,27.856161,-81.428206
zipgeo_33857,33857,27.359150,-81.166596
zipgeo_33858,33858,28.245093,-81.558313
zipgeo_33859,33859,27.885222,-81.628206
zipgeo_33860,33860,27.818504,-82.005783
zipgeo_33865,33865,27.433787,-81.963257
zipgeo_33867,33867,27.781088,-81.202040
zipgeo_33868,33868,28.267639,-81.853797
zipgeo_33870,33870,27.503346,-81.367739
zipgeo_33872,33872,27.505242,-81.546028
zipgeo_33873,33873,27.570917,-81.781173
zipgeo_33875,33875,27.423426,-81.500649
zipgeo_33876,33876,27.425161,-81.339210
zipgeo_33877,33877,27.984232,-81.618797
zipgeo_33880,33880,27.994018,-81.777505
zipgeo_33881,33881,28.050996,-81.702533
zipgeo_33884,33884,27.982786,-81.681743
zipgeo_33890,33890,27.455205,-81.724602
zipgeo_33896,33896,28.250175,-81.580770
zipgeo_33897,33897,28.284627,-81.689029
zipgeo_33898,33898,27.880552,-81.317534
zipgeo_33901,33901,26.623381,-81.883191
zipgeo_33903,33903,26.682165,-81.905776
zipgeo_33904,33904,26.575403,-81.944860
zipgeo_33905,33905,26.667732,-81.763950
zipgeo_33907,33907,26.563891,-81.870266
zipgeo_33908,33908,26.510332,-81.979563
zipgeo_33909,33909,26.720347,-81.965502
zipgeo_33912,33912,26.534987,-81.825763
zipgeo_33913,33913,26.514239,-81.696796
zipgeo_33914,33914,26.559440,-82.024218
zipgeo_33916,33916,26.639352,-81.841388
zipgeo_33917,33917,26.748095,-81.846151
zipgeo_33919,33919,26.555891,-81.902855
zipgeo_33920,33920,26.742298,-81.636050
zipgeo_33921,33921,26.772225,-82.252804
zipgeo_33922,33922,26.651679,-82.176814
zipgeo_33924,33924,26.538413,-82.193541
zipgeo_33928,33928,26.435629,-81.697137
zipgeo_33930,33930,26.567129,-81.406707
zipgeo_33931,33931,26.430176,-81.914040
zipgeo_33935,33935,26.756778,-81.417649
zipgeo_33936,33936,26.618028,-81.559247
zipgeo_33944,33944,26.955129,-81.450021
zipgeo_33946,33946,26.852415,-82.282045
zipgeo_33947,33947,26.885120,-82.277881
zipgeo_33948,33948,26.985889,-82.151742
zipgeo_33950,33950,26.915655,-82.044296
zipgeo_33952,33952,26.986134,-82.097042
zipgeo_33953,33953,26.999702,-82.212275
zipgeo_33954,33954,27.024950,-82.121451
zipgeo_33955,33955,26.816433,-81.993808
zipgeo_33956,33956,26.537104,-82.121707
zipgeo_33957,33957,26.460477,-82.100381
zipgeo_33960,33960,27.079063,-81.412221
zipgeo_33965,33965,26.467680,-81.763678
zipgeo_33966,33966,26.583269,-81.834152
zipgeo_33967,33967,26.471507,-81.812240
zipgeo_33971,33971,26.638858,-81.700343
zipgeo_33972,33972,26.649272,-81.617710
zipgeo_33973,33973,26.600661,-81.730435
zipgeo_33974,33974,26.558935,-81.601239
zipgeo_33976,33976,26.591277,-81.686130
zipgeo_33980,33980,26.978179,-82.050437
zipgeo_33981,33981,26.876170,-82.210575
zipgeo_33982,33982,26.852940,-81.669581
zipgeo_33983,33983,27.005904,-82.013370
zipgeo_33990,33990,26.628550,-81.948755
zipgeo_33991,33991,26.633654,-82.009842
zipgeo_33993,33993,26.672630,-82.051131
zipgeo_34101,34101,26.050185,-81.780621
zipgeo_34102,34102,26.137498,-81.799105
zipgeo_34103,34103,26.191352,-81.803331
zipgeo_34104,34104,26.150429,-81.740837
zipgeo_34105,34105,26.190046,-81.764777
zipgeo_34108,34108,26.246308,-81.808323
zipgeo_34109,34109,26.240842,-81.763823
zipgeo_34110,34110,26.303284,-81.788171
zipgeo_34112,34112,26.121422,-81.739030
zipgeo_34113,34113,26.043649,-81.732424
zipgeo_34114,34114,25.954218,-81.573387
zipgeo_34116,34116,26.189294,-81.710803
zipgeo_34117,34117,26.118102,-81.548930
zipgeo_34119,34119,26.263933,-81.717462
zipgeo_34120,34120,26.312992,-81.582396
zipgeo_34134,34134,26.361381,-81.831936
zipgeo_34135,34135,26.367713,-81.735659
zipgeo_34137,34137,26.040535,-81.391301
zipgeo_34138,34138,25.813921,-81.363212
zipgeo_34139,34139,25.849912,-81.389953
zipgeo_34140,34140,25.925119,-81.662613
zipgeo_34141,34141,26.022815,-81.081248
zipgeo_34142,34142,26.313791,-81.286265
zipgeo_34145,34145,25.909779,-81.695125
zipgeo_34201,34201,27.400662,-82.465793
zipgeo_34202,34202,27.402531,-82.394394
zipgeo_34203,34203,27.440337,-82.509384
zipgeo_34205,34205,27.483321,-82.585125
zipgeo_34207,34207,27.438677,-82.579674
zipgeo_34208,34208,27.487486,-82.515907
zipgeo_34209,34209,27.504730,-82.654669
zipgeo_34210,34210,27.437548,-82.630178
zipgeo_34211,34211,27.454365,-82.383383
zipgeo_34212,34212,27.493816,-82.406103
zipgeo_34215,34215,27.474427,-82.685724
zipgeo_34216,34216,27.534798,-82.735123
zipgeo_34217,34217,27.491178,-82.705018
zipgeo_34219,34219,27.576201,-82.263457
zipgeo_34221,34221,27.581152,-82.551825
zipgeo_34222,34222,27.538955,-82.507027
zipgeo_34223,34223,26.983677,-82.337666
zipgeo_34224,34224,26.922945,-82.308301
zipgeo_34228,34228,27.400457,-82.644175
zipgeo_34229,34229,27.191211,-82.484136
zipgeo_34231,34231,27.265984,-82.516583
zipgeo_34232,34232,27.324987,-82.471714
zipgeo_34233,34233,27.280018,-82.476632
zipgeo_34234,34234,27.368976,-82.556536
zipgeo_34235,34235,27.369416,-82.476820
zipgeo_34236,34236,27.325788,-82.559997
zipgeo_34237,34237,27.338802,-82.514742
zipgeo_34238,34238,27.235792,-82.470536
zipgeo_34239,34239,27.310893,-82.521168
zipgeo_34240,34240,27.344716,-82.354156
zipgeo_34241,34241,27.251039,-82.373785
zipgeo_34242,34242,27.260220,-82.540908
zipgeo_34243,34243,27.400992,-82.527943
zipgeo_34250,34250,27.569606,-82.585138
zipgeo_34251,34251,27.377729,-82.171540
zipgeo_34266,34266,27.202037,-81.802188
zipgeo_34267,34267,27.089306,-81.954297
zipgeo_34268,34268,27.132262,-81.927421
zipgeo_34269,34269,27.089943,-81.961480
zipgeo_34275,34275,27.151753,-82.422567
zipgeo_34285,34285,27.094564,-82.440895
zipgeo_34286,34286,27.107469,-82.106680
zipgeo_34287,34287,27.057797,-82.249277
zipgeo_34288,34288,27.053600,-82.113335
zipgeo_34289,34289,27.088812,-82.139203
zipgeo_34291,34291,27.116470,-82.215206
zipgeo_34292,34292,27.103873,-82.335474
zipgeo_34293,34293,27.037392,-82.358528
zipgeo_34420,34420,29.053114,-82.038730
zipgeo_34428,34428,28.956702,-82.647585
zipgeo_34429,34429,28.867281,-82.662032
zipgeo_34431,34431,29.140237,-82.530551
zipgeo_34432,34432,29.064898,-82.374559
zipgeo_34433,34433,28.992502,-82.528869
zipgeo_34434,34434,28.995030,-82.437972
zipgeo_34436,34436,28.733692,-82.293898
zipgeo_34442,34442,28.920909,-82.382325
zipgeo_34445,34445,28.971387,-82.424060
zipgeo_34446,34446,28.749019,-82.523459
zipgeo_34448,34448,28.767011,-82.625191
zipgeo_34449,34449,29.106972,-82.690540
zipgeo_34450,34450,28.830041,-82.266009
zipgeo_34452,34452,28.761187,-82.375709
zipgeo_34453,34453,28.895824,-82.329534
zipgeo_34461,34461,28.813818,-82.483064
zipgeo_34465,34465,28.928693,-82.490909
zipgeo_34470,34470,29.201008,-82.082072
zipgeo_34471,34471,29.161789,-82.126817
zipgeo_34472,34472,29.109474,-81.997364
zipgeo_34473,34473,28.997630,-82.187780
zipgeo_34474,34474,29.154472,-82.211485
zipgeo_34475,34475,29.252680,-82.161978
zipgeo_34476,34476,29.088605,-82.201598
zipgeo_34479,34479,29.255724,-82.109112
zipgeo_34480,34480,29.094200,-82.094208
zipgeo_34481,34481,29.125538,-82.309895
zipgeo_34482,34482,29.244387,-82.275029
zipgeo_34484,34484,28.945019,-82.097528
zipgeo_34487,34487,28.781477,-82.612719
zipgeo_34488,34488,29.219283,-81.941004
zipgeo_34491,34491,28.998477,-82.039708
zipgeo_34498,34498,29.031552,-82.736088
zipgeo_34601,34601,28.588450,-82.371337
zipgeo_34602,34602,28.502482,-82.282351
zipgeo_34604,34604,28.477875,-82.432707
zipgeo_34606,34606,28.468477,-82.595728
zipgeo_34607,34607,28.594975,-82.615947
zipgeo_34608,34608,28.482826,-82.552854
zipgeo_34609,34609,28.479476,-82.507906
zipgeo_34610,34610,28.369903,-82.510748
zipgeo_34613,34613,28.558922,-82.542335
zipgeo_34614,34614,28.646538,-82.513640
zipgeo_34637,34637,28.307711,-82.464832
zipgeo_34638,34638,28.274188,-82.529523
zipgeo_34639,34639,28.265430,-82.423239
zipgeo_34652,34652,28.240555,-82.744353
zipgeo_34653,34653,28.244080,-82.688476
zipgeo_34654,34654,28.297909,-82.629344
zipgeo_34655,34655,28.211353,-82.655286
zipgeo_34661,34661,28.620835,-82.261099
zipgeo_34667,34667,28.385867,-82.665627
zipgeo_34668,34668,28.293335,-82.710564
zipgeo_34669,34669,28.356025,-82.610167
zipgeo_34677,34677,28.044517,-82.674272
zipgeo_34679,34679,28.422752,-82.674162
zipgeo_34681,34681,28.090702,-82.777914
zipgeo_34683,34683,28.087706,-82.761134
zipgeo_34684,34684,28.080744,-82.726829
zipgeo_34685,34685,28.093255,-82.689402
zipgeo_34688,34688,28.143226,-82.683943
zipgeo_34689,34689,28.149526,-82.761831
zipgeo_34690,34690,28.193745,-82.725706
zipgeo_34691,34691,28.192577,-82.770421
zipgeo_34695,34695,28.008161,-82.688367
zipgeo_34698,34698,28.036272,-82.791427
zipgeo_34705,34705,28.693805,-81.710847
zipgeo_34711,34711,28.520780,-81.753851
zipgeo_34714,34714,28.399468,-81.812869
zipgeo_34715,34715,28.631041,-81.726074
zipgeo_34729,34729,28.617449,-81.700797
zipgeo_34731,34731,28.867636,-81.896543
zipgeo_34734,34734,28.537003,-81.515454
zipgeo_34736,34736,28.599487,-81.862203
zipgeo_34737,34737,28.697138,-81.803369
zipgeo_34739,34739,27.932962,-81.098849
zipgeo_34741,34741,28.306299,-81.426933
zipgeo_34743,34743,28.329321,-81.355148
zipgeo_34744,34744,28.295842,-81.348621
zipgeo_34746,34746,28.237471,-81.441898
zipgeo_34747,34747,28.308991,-81.591266
zipgeo_34748,34748,28.773001,-81.882622
zipgeo_34753,34753,28.604341,-81.905549
zipgeo_34756,34756,28.586734,-81.679482
zipgeo_34758,34758,28.192063,-81.485420
zipgeo_34759,34759,28.103895,-81.419373
zipgeo_34760,34760,28.557053,-81.629240
zipgeo_34761,34761,28.578577,-81.534116
zipgeo_34762,34762,28.757247,-81.920516
zipgeo_34769,34769,28.243666,-81.294191
zipgeo_34771,34771,28.268298,-81.128403
zipgeo_34772,34772,28.160499,-81.273639
zipgeo_34773,34773,28.160667,-80.998092
zipgeo_34785,34785,28.846318,-82.061648
zipgeo_34786,34786,28.482847,-81.538656
zipgeo_34787,34787,28.485174,-81.619415
zipgeo_34788,34788,28.880322,-81.790033
zipgeo_34797,34797,28.730468,-81.826624
zipgeo_34945,34945,27.457933,-80.551744
zipgeo_34946,34946,27.503294,-80.360480
zipgeo_34947,34947,27.453848,-80.373737
zipgeo_34949,34949,27.467258,-80.299808
zipgeo_34950,34950,27.443788,-80.330974
zipgeo_34951,34951,27.532134,-80.418954
zipgeo_34952,34952,27.297204,-80.298010
zipgeo_34953,34953,27.249680,-80.383236
zipgeo_34956,34956,27.098264,-80.499613
zipgeo_34957,34957,27.274577,-80.243022
zipgeo_34972,34972,27.477985,-80.908736
zipgeo_34974,34974,27.148849,-80.914061
zipgeo_34981,34981,27.393278,-80.372054
zipgeo_34982,34982,27.375286,-80.311514
zipgeo_34983,34983,27.323951,-80.352566
zipgeo_34984,34984,27.249005,-80.330553
zipgeo_34986,34986,27.327734,-80.401911
zipgeo_34987,34987,27.290285,-80.497120
zipgeo_34990,34990,27.147946,-80.362294
zipgeo_34994,34994,27.199535,-80.255952
zipgeo_34996,34996,27.188173,-80.187800
zipgeo_34997,34997,27.050481,-80.271203
